url,tweet,emoji,timestamp,reactions,is_retweeted,is_quoted,is_liked,is_bookmarked
https://www.twitter.com/stephenm68/status/1604537602635595776,Congratulations Argentina ! And commiserations to France  especially to the great Mbappé who will now be immortalised as a quiz question. #WorldCupFinal,"['https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1eb-1f1f7.svg']",2022-12-18T18:02:29.000Z,"['1,053', '2', '8']",0,0,1,0
https://www.twitter.com/jjreade/status/1603780321102950400,"Last but not least, we concluded with a hugely interesting keynote from competition economist @haucap, who covered a range of topics, covering some of his own research with @kai__fischer before finishing off with some #FIFAWorldCup predictions.",[],2022-12-16T15:53:20.000Z,"['356', '5']",0,0,1,0
https://www.twitter.com/1OnkarSingh/status/1604864267332657152,"With everything considered, Its actually the Greatest Save Of All Time isnt it? @emimartinezz1 #FIFAWorldCup",[],2022-12-19T15:40:32.000Z,"['692', '9']",0,0,1,0
https://www.twitter.com/KLAantiques/status/1604043922522742785,Check out  Large Vintage Silver Trophy Antique ShabbyChic Display 10.5” Tall - Trophies https://ebay.co.uk/itm/175527317405?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=6oUa2CtcQfW&sssrc=2051273&ssuid=6oUa2CtcQfW&var=&widget_ver=artemis&media=TW… #eBay via @eBay_UK #WorldCup #ArgentinaVsFrance #ARG #FRA #ARGFRA #FIFAWorldCup #FIFA #QatarWorldCup #QatarWorldCup2022 >>>  <<<,"['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg']",2022-12-17T09:20:47.000Z,['41'],0,0,0,0
https://www.twitter.com/Baggy2511/status/1604209512402952192,Croatia win the Third Place Play Off 2-1. Commeriserations to Morocco who have done themselves and the whole of Africa proud  #CROMAR #FIFAWorldCup    #Qatar2022,['https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg'],2022-12-17T20:18:47.000Z,['90'],0,0,0,0
https://www.twitter.com/LeonDuke/status/1604546322438168580,"The levels to this game, look at the time on the clock  #FIFAWorldCup",['https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg'],2022-12-18T18:37:08.000Z,"['1,445', '12']",0,0,1,0
https://www.twitter.com/Rhyno_24/status/1604537273843851264,"Debate over! After finally winning the #FIFAWorldCup, this man, Lionel Messi, is officially the GREATEST OF ALL TIME!

Take a bow GOAT , take a bow!",['https://abs-0.twimg.com/emoji/v2/svg/1f410.svg'],2022-12-18T18:01:11.000Z,"['465', '1', '13']",1,0,1,0
https://www.twitter.com/TonyHusband/status/1604531870557175809,"Just let them keep playing, penalties can wait. #ARGFRA #WorldCupFinal",[],2022-12-18T17:39:43.000Z,"['1,022', '1', '7']",1,0,1,0
https://www.twitter.com/aumoh57/status/1604943479070564354,"I want to say a big thank you to @JayJaySZN & @ctsmclovinya for being fantastic guests 
@HollieAgombar you are a star  It has been a pleasure joining forces with you 
#FIFAWorldCup

If you missed the show..........

Youtube 
https://youtu.be/FnLstYJeu-0

Twitter ","['https://abs-0.twimg.com/emoji/v2/svg/1f44a-1f3fe.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f31f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2764.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2b07.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2b07.svg']",2022-12-19T19:34:51.000Z,"['2,816', '4', '1', '9']",0,1,1,0
https://www.twitter.com/DentonSte/status/1604880004302741505,For those saying this was the greatest game ever #FIFAWorldCup they clearly weren’t at Boundary Park on 11 May 1991 #oafc,[],2022-12-19T16:43:04.000Z,"['886', '8']",0,0,1,0
https://www.twitter.com/Stephen_Logan/status/1604131654620020737,You just can’t keep Morocco  down. Instant response #FIFAWorldCup,['https://abs-0.twimg.com/emoji/v2/svg/1f1f2-1f1e6.svg'],2022-12-17T15:09:24.000Z,['457'],0,0,0,0
https://www.twitter.com/Hoylesey59/status/1604549718356500481,"Football. Completed it mate. What a career, what a legend. #LionelMessi #WorldCup #WorldCupFinal #FrancevsArgentina",[],2022-12-18T18:50:38.000Z,"['836', '7']",0,0,1,0
https://www.twitter.com/Jessaroo1881/status/1604550668391370752,Merry ChristMESSI everyone. #FIFAWorldCup #Messi𓃵 #WorldCup #ARGFRA #ArgentinaVsFrance ,['https://abs-0.twimg.com/emoji/v2/svg/1f384.svg'],2022-12-18T18:54:25.000Z,"['953', '2', '8']",0,0,1,0
https://www.twitter.com/Uzzell01/status/1604541241743523842,"Lets get this straight, the lino doesn't flag offside for Messi's goal, he flags for the goal being over the line, after his watch vibrates #WorldCupFinal",[],2022-12-18T18:16:57.000Z,"['1,158', '10']",0,0,1,0
https://www.twitter.com/bartruspoli/status/1604540819716841480,Greatest game I’ve ever seen. #WorldCupFinal,[],2022-12-18T18:15:17.000Z,"['649', '9']",0,0,1,0
https://www.twitter.com/rogerg44/status/1604554530632437762,Congratulations to Argentina & #Messi the best player I've ever seen with my eyes in #NouCamp defeating brave #FranceAfrique and #Mbappe A controversial tournament #FIFAWorldCup ends w/ the football doing the talking but we should never be blind to human rights for all.,[],2022-12-18T19:09:45.000Z,"['528', '4']",0,0,1,0
https://www.twitter.com/JackLeslieCamp/status/1604540813815336960,"Congratulations to Argentina  on winning #WorldCupFinal! 
Also a reminder that Jack Leslie’s @Argyle side beat Argentina TWICE on their 1924 tour of South America in 1924! 
Details on our website https://jackleslie.co.uk/jack/jack-leslie-biography/…",['https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg'],2022-12-18T18:15:15.000Z,"['707', '2', '8']",0,0,1,0
https://www.twitter.com/ChrisImafidon/status/1604542035402293262,"Congratulations to #FIFAWorldCup
Champions, congrats to #Mbappe
 The Lord had #Messi #WorldCup @eplstreamsuk",[],2022-12-18T18:20:06.000Z,"['189', '2', '2']",0,0,1,0
https://www.twitter.com/harwoodonline/status/1604532457755271173,Second concert of three today @RoyalAlbertHall #RAHChristmas @rpoonline @royalchoral @nycgb @gregbeardsell finished in time to watch the exciting climax of #WorldCupFinal.,[],2022-12-18T17:42:03.000Z,"['1,637', '20']",0,0,1,0
https://www.twitter.com/bethfenton08/status/1604531726503784449,What is this game Woweeee #WorldCupFinal,['https://abs-0.twimg.com/emoji/v2/svg/1f602.svg'],2022-12-18T17:39:09.000Z,"['593', '5']",0,0,1,0
https://www.twitter.com/LeeDForster/status/1604514561230790657,"Anyone using the phrase ‘Super exciting’ at a football match should automatically receive a banning order.

#FIFAWorldCup #ARGFRA #NUFC",[],2022-12-18T16:05:44.000Z,"['1,629', '1', '7']",1,0,1,0
https://www.twitter.com/one9eighty/status/1604535686895472648,"Wow. What a game 
When France woke up at least!
Congratulations to Argentina . Commiserations to France .

#WorldCupFinal #WorldCup #FIFAWorldCup2022 #FIFAWorldCupQatar2022 #Qatar2022 #QatarWorldCup #ArgentinaVsFrance #ARGFRA #ARGvsFRA","['https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1eb-1f1f7.svg']",2022-12-18T17:54:53.000Z,"['898', '1', '4']",1,0,1,0
https://www.twitter.com/RASKWAME/status/1604537393536802816,"Like a boss…  Raspec due to one of the G.O.A.T #LionelMessi 
#FIFAWorldCup #WorldCup #ArgentinaVsFrance #WorldCupFinal","['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f44f-1f3fe.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f44f-1f3fe.svg']",2022-12-18T18:01:40.000Z,"['549', '2', '9']",0,0,1,0
https://www.twitter.com/RadioKLG/status/1604518824363323392,Omg this game has got very interesting #WorldCupFinal,[],2022-12-18T16:47:52.000Z,"['384', '4']",0,0,1,0
https://www.twitter.com/newall_kyle/status/1604550375230656514,@GaryLineker @alanshearer and BBC world class coverage  #ArgentinaVsFrance #FIFAWorldCup,"['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/26bd.svg']",2022-12-18T18:53:15.000Z,"['158.6K', '1', '1', '43']",1,1,1,0
https://www.twitter.com/BulmerMps/status/1604546158973841408,I knew that stage reminded me of something! #FIFAWorldCup #WorldCupFinal #scalextric,['https://abs-0.twimg.com/emoji/v2/svg/1f923.svg'],2022-12-18T18:36:29.000Z,"['307', '9']",0,0,1,0
https://www.twitter.com/HogansCider/status/1603770339518865408,"The Final.  This is what it’s all come down to.  FRENCH REVELATION v DRY.  You choose which wins.  Vote below

#cider #realcider #craftcider #notfromconcentrate #keevedcider #dry #worldcup #football #soccer #worldcupfinal #warwickshire #vegan #glutenfree",[],2022-12-16T15:13:40.000Z,"['329', '2', '3']",0,0,1,0
https://www.twitter.com/DanOgunshakin/status/1603869393708105728,Great episode ahead of a titanic clash between #FRA #ARG at the Lusail Stadium #Qatar2022 #FifaWorldCup,[],2022-12-16T21:45:00.000Z,['313'],0,0,0,0
https://www.twitter.com/misheleneous/status/1604536297414045699,My mum wins a tenner! Well done #arg and #fra You were absolutely awesome  #WorldCup #WorldCupFinal #FIFAWorldCup2022 #ARGFRA #ArgentinaVsFrance #btposse,"['https://abs-0.twimg.com/emoji/v2/svg/1f604.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/26bd.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg']",2022-12-14T21:08:22.000Z,"['574', '11']",0,0,1,0
https://www.twitter.com/WaynneP/status/1604522541850181633,Don’t mind another 30 minutes of this #FIFAWorldCup,[],2022-12-18T17:02:39.000Z,"['1,309', '11']",0,0,1,0
https://www.twitter.com/Ahmedelhadi2010/status/1604570735577649157,"The last dance ! Fantastic World
Cup. Congratulations to Argentina and Messi for this well deserved trophy 
#FIFAWorldCup

What an iconic image !",['https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg'],2022-12-18T20:14:09.000Z,"['666', '9']",0,0,1,0
https://www.twitter.com/LondonArtCritic/status/1604537976570118145,"Such a great final, absolutely loved it #ARGFRA",[],2022-12-18T18:03:59.000Z,"['430', '5']",0,0,1,0
https://www.twitter.com/Dagaffer_10/status/1603811538434813952,I’m fully on this villain arc. #KyliKyli  #WorldCup2022 #ARGFRA  Les Blues. Alleeeeeeeee @KMbappe,"['https://abs-0.twimg.com/emoji/v2/svg/1fae1.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1eb-1f1f7.svg']",2022-12-16T17:57:22.000Z,"['275', '1']",0,1,0,0
https://www.twitter.com/PeterBa82304711/status/1604573132215418880,"Yes #garyneville it was a brilliant match, despite your inane political drivel before hand. I turned to #BBC for their coverage at that point.
#WorldCupFinal",[],2022-12-18T20:23:40.000Z,"['260', '9']",0,0,1,0
https://www.twitter.com/MuhammaddNawaz/status/1604548028513529857,"Bye bye Messi 
The football  world  will remember you forever 

Legend never retired 
Legend never die 
Legend never be forgotten 
#WorldCupFinal","['https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/26bd.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f30e.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2764.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2764.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2764.svg']",2022-12-18T18:43:55.000Z,"['1,237', '6', '46']",0,0,1,0
https://www.twitter.com/lynseyhooper/status/1604531656639279110,"I don’t want this game to end, and I don’t think it will #WorldCupFinal",[],2022-12-18T17:38:52.000Z,"['4,149', '6']",0,0,1,0
https://www.twitter.com/TheGKN/status/1604812444966064128,"Just thinking about this save 
#WorldCupFinal","['https://abs-0.twimg.com/emoji/v2/svg/1f9e4.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f62e-200d-1f4a8.svg']",2022-12-19T12:14:37.000Z,"['32.1K', '13', '5', '231', '1']",0,0,1,1
https://www.twitter.com/GauciGauci/status/1604551475870433280,"Blue and black? Or white and gold?
#FIFAWorldCup #Messi𓃵",[],2022-12-18T18:57:37.000Z,"['16.3K', '2', '2', '15']",0,0,1,0
https://www.twitter.com/VioletaYammine/status/1604540177132797953,Literally me right before the penalties  #CardioTwitter #WorldCupFinal,['https://abs-0.twimg.com/emoji/v2/svg/1f602.svg'],2022-12-18T18:12:43.000Z,"['12K', '5', '3', '30']",0,0,1,0
https://www.twitter.com/davidcollinscv4/status/1604536554202214400,"I’ve been watching football 26/27 years now, that is without doubt the best final of any competition and one of the best games of football I’ve ever watched. Unbelievable. Congratulations Argentina  #ARGFRA #WorldCupFinal #WorldCup #ArgentinaVsFrance #ARG #FRA",['https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f7.svg'],2022-12-18T17:58:20.000Z,"['999', '9']",0,0,1,0
https://www.twitter.com/bhw147/status/1604536426468515843,"Such a shame it had to go to pens, but congratulations to Argentina, you thoroughly deserved this today and also to Messi for me truly the greatest of all time congratulations. #WorldCup #ARGFRA #WorldCupFinal",[],2022-12-18T17:57:49.000Z,"['1,287', '13']",0,0,1,0
https://www.twitter.com/TimothyEdenRD/status/1604533702356193280,"Riding the wave of semi normality and having friends over for food and #WorldCupFinal shenanigans 

Treating myself to an alcohol free ‘gin’ and tonic and surprised at how nice it is #franceforthewin #alalebleu","['https://abs-0.twimg.com/emoji/v2/svg/26bd.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f1eb-1f1f7.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f378.svg']",2022-12-18T17:47:00.000Z,"['1,146', '7']",0,0,1,0
https://www.twitter.com/Hosy_Pickett/status/1604943456857628697,"The breathtaking power of football. . . 

#Argentina #FIFAWorldCup",[],2022-12-19T20:55:13.000Z,"['294', '2', '4']",0,0,1,0
https://www.twitter.com/TomTheProducer1/status/1604543822742147073,Singh when you’re winning   #ARGFRA #Messi𓃵,"['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f64f.svg']",2022-12-18T17:58:22.000Z,"['653', '1', '4']",1,0,1,0
https://www.twitter.com/tomread1994/status/1604539129739485190,What a moment this was @emimartinezz1  big save big moment. GK appreciation post #emimartinez #WorldCupFinal,['https://abs-0.twimg.com/emoji/v2/svg/1f9e4.svg'],2022-12-18T18:08:34.000Z,"['10.2K', '6', '131']",0,0,1,0
https://www.twitter.com/KLAantiques/status/1604155834547769344,Check out  Very Large Vintage Wooden Shield - Plaque Silver Trophy - 14.5” Tall - 1960’s https://ebay.co.uk/itm/175514577467?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=6oUa2CtcQfW&sssrc=2051273&ssuid=6oUa2CtcQfW&var=&widget_ver=artemis&media=TW… #eBay via @eBay_UK #CROMAR #ALeagues #Morocco #Cro  #CroatiaVSMorocco #QatarWorldCup #Qatar2022  #FIFAWorldCup  #FIFA #3rdPlace >>>  <<<,"['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs.twimg.com/hashflags/Foris_Limited_Cryptocom_23/Foris_Limited_Cryptocom_23.png', 'https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg']",2022-12-17T16:45:29.000Z,['693'],0,0,0,0
https://www.twitter.com/bhw147/status/1604549478052204550,"Congratulations to Argentina and to Messi, CHAMPIONS OF THE WORLD and GOAT for Messi #FIFAWorldCup #WorldCupFinal #ARGFRA",[],2022-12-18T18:49:41.000Z,"['1,066', '1', '17']",1,0,1,0
https://www.twitter.com/MuhammaddNawaz/status/1604579342922792962,"Sportsman spirit 
Pic of the day 
Messi and Kylian Mbappé 
#WorldCupFinal #WorldCup ","['https://abs-0.twimg.com/emoji/v2/svg/2764.svg', 'https://abs-0.twimg.com/emoji/v2/svg/2764.svg', 'https://abs-0.twimg.com/emoji/v2/svg/26bd.svg']",2022-12-18T20:48:21.000Z,"['2,234', '3', '47']",0,0,1,0
https://www.twitter.com/TimmyLDN/status/1604527188086296577,Just accidentally switched over to the #WorldCupFinal … quickly switched off again.,[],2022-12-18T17:21:06.000Z,"['720', '6']",0,0,1,0
https://www.twitter.com/OBMRacing/status/1604517917080551425,"Well that escalated quickly 

#WorldCupFinal",[],2022-12-18T16:44:16.000Z,"['5,882', '36']",0,0,1,0
https://www.twitter.com/TobyWoody/status/1603751645510340608,A weekend without any football to watch or ref - sake.,['https://abs-0.twimg.com/emoji/v2/svg/1f633.svg'],2022-12-16T13:57:06.000Z,['173'],0,0,0,0
https://www.twitter.com/BHAZiggy/status/1604810470283653121,I’ll just leave this here for @OfficialBHAFC supporters to enjoy. #FIFAWorldCup #GOSBTS #BHAFC,[],2022-12-19T12:06:46.000Z,"['313', '5']",0,0,1,0
https://www.twitter.com/ABishop32/status/1604537491813502978,Is Mbappe the only player to score a hat-trick in the #FIFAWorldCup final and not win? #ARGFRA,[],2022-12-18T18:02:03.000Z,"['1,057', '1', '6']",1,0,1,0
https://www.twitter.com/LewisOldham99/status/1604808661846691840,"As we all know, Emi Martinez wouldn’t be where he is today if it wasn’t for his brief spell at Rotherham United in 2015.

A feature for @F365 on love affairs with loan players starring Argentina & Aston Villa’s World Cup winner. 

#RUFC #AVFC #FIFAWorldCup",[],2022-12-19T11:59:35.000Z,"['4,726', '1', '1', '10']",1,1,1,0
https://www.twitter.com/Chipstead_Gas/status/1604082748884504576,Anyone else think most of the commentators at this World Cup have been awful? McCoist and Tyldesley are the only decent ones #FIFAWorldCup,[],2022-12-17T11:55:04.000Z,"['930', '9']",0,0,1,0
https://www.twitter.com/ploddercfc/status/1604539675368165380,Imagine not loving sport ! Imagine not loving football ! The greatest drama ! The best #WorldCupFinal ever ! Destiny for #Messi𓃵 & #mbappe ready to take the mantle on a hat trick and on the losing side. #ARGFRA,[],2022-12-18T18:10:44.000Z,"['458', '7']",0,0,1,0
https://www.twitter.com/jugglingmum2011/status/1604546047438557184,That was one of the best games of football I’ve seen! Absolutely brilliant #WorldCupFinal won’t forget that game in a hurry #ArgentinaVsFrance ,['https://abs-0.twimg.com/emoji/v2/svg/1f499.svg'],2022-12-18T18:36:03.000Z,"['1,174', '14']",0,0,1,0
https://www.twitter.com/grahambrookland/status/1604537878817787907,The greatest game of football in my lifetime bar none. Football at its very best. Absolutely outstanding. Absolutely riveting. Absolutely amazing. The global game. #WorldCupFinal,[],2022-12-18T18:03:35.000Z,"['382', '4']",0,0,1,0
https://www.twitter.com/syedzaighum110/status/1604532186652192773,"Final can’t be more interesting than this. I am watching one of the most interesting footba match of football history 
 #FIFAWorldCup",[],2022-12-18T17:40:58.000Z,"['675', '10']",0,0,1,0
https://www.twitter.com/KLAantiques/status/1604044033776619522,Check out  Large Collection of x10 Silver Trophies - Job Lot Trophy Display UpCycle #C https://ebay.co.uk/itm/175527352737?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=6oUa2CtcQfW&sssrc=2051273&ssuid=6oUa2CtcQfW&var=&widget_ver=artemis&media=TW… #eBay via @eBay_UK #WorldCup #ArgentinaVsFrance #ARG #FRA #ARGFRA #FIFAWorldCup #FIFA #QatarWorldCup #QatarWorldCup2022 >>>  <<<,"['https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f3c6.svg']",2022-12-17T09:21:14.000Z,['38'],0,0,0,0
https://www.twitter.com/CyclingEurope/status/1604533576376193030,French speakers could probably lip read that… #FIFAWorldCup #BBCWorldCup,[],2022-12-18T17:46:30.000Z,"['2,366', '9']",0,0,1,0
https://www.twitter.com/LloydW90/status/1603714015804407809,"@RequestABet #ARGFRA Argentina to win, BTTS in both half, 2+ corners each team each half and 20+ booking points each team",[],2022-12-16T11:29:51.000Z,"['115', '1']",0,1,0,0
https://www.twitter.com/CllrDaveTrimble/status/1604762439727190016,"BestWorld Final I’ve ever watched, pure quality. Messi the best player ever and thoroughly looking forward to Mbappe take over that mantle into the future. #fifaworldcup",[],2022-12-19T08:55:55.000Z,"['334', '7']",0,0,1,0
https://www.twitter.com/Carl_Duala/status/1604145075059056643,Wow! Who messed up @MicahRichards haircut   #FIFAWorldCup,"['https://abs-0.twimg.com/emoji/v2/svg/1f487-1f3fe-200d-2642-fe0f.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f602.svg', 'https://abs-0.twimg.com/emoji/v2/svg/1f629.svg']",2022-12-17T16:02:44.000Z,['160'],0,0,0,0
https://www.twitter.com/asinge69/status/1604159111264108544,All this stuff about the Moroccan fairytale etc etc. Their complaint about the referee after the semi final and their conduct during and after this game has been shameful. Such a shame                                #FIFAWorldCup #CROMAR,[],2022-12-17T16:58:30.000Z,"['263', '1']",0,0,0,0
https://www.twitter.com/Bernardi_UK/status/1604551272929329152,"We are there even when we are not there. The FIFA World Cup Trophy, designed by Italian artist Silvio Gazzaniga, was made in Italy in 1974. https://en.m.wikipedia.org/wiki/FIFA_World_Cup_Trophy… #FIFAWorldCup",[],2022-12-18T18:56:49.000Z,"['353', '5']",0,0,1,0
https://www.twitter.com/robin1302/status/1604533599331663875,The last 50 odd minutes of that was incredible. Football at its absolute best. #WorldCupFinal,[],2022-12-18T17:46:35.000Z,"['859', '1', '7']",0,1,1,0
